month,region,state,product,product_family,channel,dealer_cohort,units_mt,net_revenue_lakh,gross_margin_pct,discount_pct
2024-10-01,West,Gujarat,NPK 20-20,Complex fertiliser,Co-op,Stable core,944,10.48,16.8,4.3
2024-10-01,West,Maharashtra,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,809,8.98,17.6,5
2024-10-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,806,10.45,17,5.1
2024-10-01,West,Gujarat,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,895,11.23,17.2,4.9
2024-10-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,994,12.47,18.5,4
2024-10-01,West,Rajasthan,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,808,10.14,17.1,3.6
2024-10-01,West,Rajasthan,BioGro,Bio-stimulant,Retailer,New growth cohort,1259,18.15,16.6,4.9
2024-10-01,West,Maharashtra,BioGro,Bio-stimulant,Distributor,Stable core,1205,16.87,16.6,4.5
2024-10-01,West,Gujarat,BioGro,Bio-stimulant,Co-op,Stable core,1004,14.06,18.4,4.2
2024-10-01,West,Gujarat,BioGro,Bio-stimulant,Agri clinic,Stable core,1274,17.84,18,4.7
2024-10-01,West,Rajasthan,CropShield,Core fertiliser,Retailer,Stable core,1303,20.68,16.6,3.3
2024-10-01,West,Gujarat,CropShield,Core fertiliser,Distributor,Stable core,1165,18,18,4.7
2024-10-01,West,Gujarat,CropShield,Core fertiliser,Co-op,Stable core,1173,18.12,17.3,4.6
2024-10-01,West,Rajasthan,CropShield,Core fertiliser,Agri clinic,Stable core,1337,20.66,18.9,4.1
2024-10-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Retailer,Stable core,1204,20.85,16.7,3.7
2024-10-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Distributor,Stable core,1327,22.43,18.5,4
2024-10-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Co-op,Stable core,1231,20.8,17.5,4.9
2024-10-01,West,Gujarat,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,1236,20.89,18.7,4.4
2024-10-01,South,Telangana,Urea,Core fertiliser,Retailer,Stable core,641,5.53,16.7,3.7
2024-10-01,South,Karnataka,Urea,Core fertiliser,Distributor,Stable core,666,5.46,17.7,3.5
2024-10-01,South,Karnataka,Urea,Core fertiliser,Co-op,Stable core,611,5.01,16.6,3.1
2024-10-01,South,Karnataka,Urea,Core fertiliser,Agri clinic,Stable core,749,6.14,16.6,3.7
2024-10-01,South,Andhra Pradesh,DAP,Core fertiliser,Retailer,Stable core,708,7.13,17.9,3.5
2024-10-01,South,Karnataka,DAP,Core fertiliser,Distributor,Stable core,766,7.39,18.6,4
2024-10-01,South,Andhra Pradesh,DAP,Core fertiliser,Co-op,New growth cohort,781,7.54,16,4.6
2024-10-01,South,Karnataka,DAP,Core fertiliser,Agri clinic,Stable core,686,6.62,16.4,4.8
2024-10-01,South,Telangana,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,942,10.85,16.1,3.2
2024-10-01,South,Telangana,NPK 20-20,Complex fertiliser,Distributor,New growth cohort,807,8.96,16.8,4
2024-10-01,South,Karnataka,NPK 20-20,Complex fertiliser,Co-op,Stable core,832,9.24,16.5,3.4
2024-10-01,South,Andhra Pradesh,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,866,9.61,18,3.7
2024-10-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,963,12.49,18.7,3.4
2024-10-01,South,Andhra Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,New growth cohort,963,12.09,18.3,4.4
2024-10-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,871,10.93,16.3,3.4
2024-10-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,893,11.21,17.1,4.3
2024-10-01,South,Andhra Pradesh,BioGro,Bio-stimulant,Retailer,Stable core,1089,15.7,16.9,4.3
2024-10-01,South,Andhra Pradesh,BioGro,Bio-stimulant,Distributor,Stable core,1274,17.84,19,4.3
2024-10-01,South,Karnataka,BioGro,Bio-stimulant,Co-op,Stable core,1198,16.77,16.7,4.5
2024-10-01,South,Telangana,BioGro,Bio-stimulant,Agri clinic,Stable core,1043,14.6,16.6,4.4
2024-10-01,South,Telangana,CropShield,Core fertiliser,Retailer,Stable core,1046,16.6,18.7,5
2024-10-01,South,Telangana,CropShield,Core fertiliser,Distributor,New growth cohort,1234,19.07,18.6,4.4
2024-10-01,South,Karnataka,CropShield,Core fertiliser,Co-op,New growth cohort,1264,19.53,17.8,3.5
2024-10-01,South,Karnataka,CropShield,Core fertiliser,Agri clinic,Stable core,1129,17.44,17.3,3.8
2024-10-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Retailer,Stable core,1238,21.44,18.4,4.6
2024-10-01,South,Telangana,Specialty Zinc,Core fertiliser,Distributor,Stable core,1223,20.67,17.1,4.1
2024-10-01,South,Karnataka,Specialty Zinc,Core fertiliser,Co-op,Stable core,1071,18.1,18.6,4.2
2024-10-01,South,Telangana,Specialty Zinc,Core fertiliser,Agri clinic,New growth cohort,1177,19.89,17.4,5
2024-10-01,Central,Madhya Pradesh,Urea,Core fertiliser,Retailer,Stable core,775,6.68,17,4.9
2024-10-01,Central,Chhattisgarh,Urea,Core fertiliser,Distributor,Stable core,751,6.16,16.5,4.8
2024-10-01,Central,Chhattisgarh,Urea,Core fertiliser,Co-op,New growth cohort,623,5.11,16,3.6
2024-10-01,Central,Chhattisgarh,Urea,Core fertiliser,Agri clinic,Stable core,773,6.34,17,4.4
2024-10-01,Central,Madhya Pradesh,DAP,Core fertiliser,Retailer,New growth cohort,665,6.7,16.7,3.8
2024-10-01,Central,Chhattisgarh,DAP,Core fertiliser,Distributor,Stable core,780,7.53,18.5,3.1
2024-10-01,Central,Chhattisgarh,DAP,Core fertiliser,Co-op,Stable core,695,6.71,18.8,3.5
2024-10-01,Central,Chhattisgarh,DAP,Core fertiliser,Agri clinic,Stable core,696,6.72,16.2,3.2
2024-10-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Retailer,Stable core,863,9.94,17.4,3.7
2024-10-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Distributor,New growth cohort,905,10.05,17.2,4.1
2024-10-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Co-op,Stable core,884,9.81,16.8,3.4
2024-10-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,855,9.49,17.1,4.1
2024-10-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,964,12.5,18.8,4.5
2024-10-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,757,9.5,16.8,4
2024-10-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,824,10.34,16.7,5.1
2024-10-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,756,9.49,18.1,3.3
2024-10-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Retailer,New growth cohort,1228,17.71,17.6,5.1
2024-10-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Distributor,Stable core,1222,17.11,17,3.6
2024-10-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Co-op,Stable core,964,13.5,16.6,3.8
2024-10-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Agri clinic,Stable core,1107,15.5,18.4,3.9
2024-10-01,Central,Chhattisgarh,CropShield,Core fertiliser,Retailer,New growth cohort,1235,19.6,17.5,4.7
2024-10-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Distributor,Stable core,1322,20.42,17.6,4.3
2024-10-01,Central,Chhattisgarh,CropShield,Core fertiliser,Co-op,Stable core,1180,18.23,18.1,4.9
2024-10-01,Central,Chhattisgarh,CropShield,Core fertiliser,Agri clinic,Stable core,1160,17.92,19.3,4
2024-10-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Retailer,Stable core,1015,17.58,16.8,4.8
2024-10-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Distributor,New growth cohort,955,16.14,18.8,3.7
2024-10-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Co-op,Stable core,1010,17.07,16.6,4.9
2024-10-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,983,16.61,16.9,3.3
2024-11-01,North,Uttar Pradesh,Urea,Core fertiliser,Retailer,New growth cohort,434,3.74,17.4,3.9
2024-11-01,North,Punjab,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,370,3.03,16.2,6.9
2024-11-01,North,Uttar Pradesh,Urea,Core fertiliser,Co-op,Stable core,459,3.76,17.7,3.8
2024-11-01,North,Haryana,Urea,Core fertiliser,Agri clinic,Stable core,385,3.16,18.2,4.9
2024-11-01,North,Uttar Pradesh,DAP,Core fertiliser,Retailer,New growth cohort,494,4.97,16.2,5
2024-11-01,North,Punjab,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,519,5.01,17.7,7.2
2024-11-01,North,Haryana,DAP,Core fertiliser,Co-op,Stable core,544,5.25,16.2,4.6
2024-11-01,North,Punjab,DAP,Core fertiliser,Agri clinic,Stable core,533,5.14,17.8,5
2024-11-01,North,Punjab,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,484,5.58,16.8,4.4
2024-11-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,540,5.99,17.9,6.5
2024-11-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Co-op,Stable core,591,6.56,18,4.2
2024-11-01,North,Haryana,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,584,6.48,17.8,4.6
2024-11-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,586,7.6,18.3,3.6
2024-11-01,North,Punjab,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,605,7.59,16.6,5.7
2024-11-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,524,6.58,18.5,4.3
2024-11-01,North,Punjab,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,539,6.76,16,4.5
2024-11-01,North,Uttar Pradesh,BioGro,Bio-stimulant,Retailer,Stable core,657,9.47,18,4.7
2024-11-01,North,Haryana,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,635,8.89,16.5,5.9
2024-11-01,North,Punjab,BioGro,Bio-stimulant,Co-op,New growth cohort,709,9.93,18.9,4.4
2024-11-01,North,Punjab,BioGro,Bio-stimulant,Agri clinic,Stable core,706,9.88,19.1,4
2024-11-01,North,Uttar Pradesh,CropShield,Core fertiliser,Retailer,New growth cohort,691,10.97,17.7,4.6
2024-11-01,North,Punjab,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,675,10.43,19.1,7.1
2024-11-01,North,Punjab,CropShield,Core fertiliser,Co-op,New growth cohort,785,12.13,17,3.4
2024-11-01,North,Uttar Pradesh,CropShield,Core fertiliser,Agri clinic,New growth cohort,690,10.66,17.2,3.5
2024-11-01,North,Uttar Pradesh,Specialty Zinc,Core fertiliser,Retailer,Stable core,838,14.51,18.3,4.3
2024-11-01,North,Uttar Pradesh,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,771,13.03,17.9,5.5
2024-11-01,North,Uttar Pradesh,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,645,10.9,17.9,3.8
2024-11-01,North,Haryana,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,704,11.9,17.3,3.3
2024-11-01,East,Bihar,Urea,Core fertiliser,Retailer,New growth cohort,547,4.72,14.1,4.8
2024-11-01,East,Bihar,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,479,3.93,14,7.2
2024-11-01,East,Odisha,Urea,Core fertiliser,Co-op,New growth cohort,457,3.75,15.4,4.5
2024-11-01,East,West Bengal,Urea,Core fertiliser,Agri clinic,Stable core,442,3.62,16.6,4.6
2024-11-01,East,West Bengal,DAP,Core fertiliser,Retailer,Stable core,602,6.06,16.4,4.7
2024-11-01,East,Odisha,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,503,4.85,15.7,6
2024-11-01,East,Odisha,DAP,Core fertiliser,Co-op,Stable core,512,4.94,13.8,5
2024-11-01,East,West Bengal,DAP,Core fertiliser,Agri clinic,New growth cohort,516,4.98,16.7,3.7
2024-11-01,East,Bihar,NPK 20-20,Complex fertiliser,Retailer,Stable core,512,5.9,14.1,4.2
2024-11-01,East,Bihar,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,629,6.98,15.3,6.4
2024-11-01,East,Bihar,NPK 20-20,Complex fertiliser,Co-op,New growth cohort,594,6.59,15.3,5
2024-11-01,East,Odisha,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,547,6.07,15.6,4.7
2024-11-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,584,7.57,15,4.2
2024-11-01,East,Bihar,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,562,7.05,15.9,5.7
2024-11-01,East,West Bengal,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,683,8.57,15.3,3.3
2024-11-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,694,8.71,15.7,3.3
2024-11-01,East,West Bengal,BioGro,Bio-stimulant,Retailer,Stable core,819,11.81,15,4.9
2024-11-01,East,West Bengal,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,698,9.77,16.4,6.9
2024-11-01,East,Odisha,BioGro,Bio-stimulant,Co-op,New growth cohort,793,11.1,16.6,3.1
2024-11-01,East,Odisha,BioGro,Bio-stimulant,Agri clinic,Stable core,802,11.23,16.5,4.1
2024-11-01,East,Bihar,CropShield,Core fertiliser,Retailer,Stable core,812,12.89,15.1,3.9
2024-11-01,East,West Bengal,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,767,11.85,16.9,6.1
2024-11-01,East,Bihar,CropShield,Core fertiliser,Co-op,Stable core,933,14.41,16,4.3
2024-11-01,East,Bihar,CropShield,Core fertiliser,Agri clinic,Stable core,779,12.04,15.9,3.6
2024-11-01,East,Bihar,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,860,14.9,16.6,5
2024-11-01,East,Bihar,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,814,13.76,14.4,7.2
2024-11-01,East,Odisha,Specialty Zinc,Core fertiliser,Co-op,Stable core,744,12.57,16,3.3
2024-11-01,East,Odisha,Specialty Zinc,Core fertiliser,Agri clinic,New growth cohort,921,15.56,15.4,4.4
2024-11-01,West,Maharashtra,Urea,Core fertiliser,Retailer,New growth cohort,629,5.42,18.4,3.4
2024-11-01,West,Gujarat,Urea,Core fertiliser,Distributor,New growth cohort,620,5.08,18.8,3.4
2024-11-01,West,Maharashtra,Urea,Core fertiliser,Co-op,Stable core,775,6.36,16,4.9
2024-11-01,West,Maharashtra,Urea,Core fertiliser,Agri clinic,New growth cohort,650,5.33,17.9,4.7
2024-11-01,West,Rajasthan,DAP,Core fertiliser,Retailer,Stable core,698,7.03,16.4,3.5
2024-11-01,West,Gujarat,DAP,Core fertiliser,Distributor,New growth cohort,771,7.44,16.9,3.8
2024-11-01,West,Rajasthan,DAP,Core fertiliser,Co-op,Stable core,739,7.13,18.6,4.9
2024-11-01,West,Gujarat,DAP,Core fertiliser,Agri clinic,Stable core,834,8.05,18.2,3.6
2024-11-01,West,Maharashtra,NPK 20-20,Complex fertiliser,Retailer,Stable core,813,9.37,18.6,3.9
2024-11-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Distributor,Stable core,945,10.49,17.2,4.7
2024-11-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Co-op,Stable core,856,9.5,16.5,4.6
2024-11-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,867,9.62,16,3.8
2024-11-01,West,Rajasthan,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,964,12.5,18,4
2024-11-01,West,Gujarat,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,987,12.39,17.3,4.6
2024-11-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,1014,12.73,17.9,4.9
2024-11-01,West,Gujarat,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,1006,12.63,17.3,4.1
2024-11-01,West,Gujarat,BioGro,Bio-stimulant,Retailer,Stable core,1112,16.04,17.5,4.7
2024-11-01,West,Maharashtra,BioGro,Bio-stimulant,Distributor,New growth cohort,980,13.72,17.6,4.8
2024-11-01,West,Rajasthan,BioGro,Bio-stimulant,Co-op,Stable core,1261,17.65,18.4,3.6
2024-11-01,West,Maharashtra,BioGro,Bio-stimulant,Agri clinic,Stable core,1072,15.01,16.7,4.9
2024-11-01,West,Gujarat,CropShield,Core fertiliser,Retailer,Stable core,1387,22.01,17.3,3.2
2024-11-01,West,Rajasthan,CropShield,Core fertiliser,Distributor,Stable core,1130,17.46,17.1,3.4
2024-11-01,West,Maharashtra,CropShield,Core fertiliser,Co-op,New growth cohort,1218,18.82,17.2,4.4
2024-11-01,West,Gujarat,CropShield,Core fertiliser,Agri clinic,Stable core,1094,16.9,18.5,5
2024-11-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Retailer,Stable core,1121,19.42,16.3,4.5
2024-11-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Distributor,Stable core,1062,17.95,18.4,4.5
2024-11-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Co-op,Stable core,1102,18.62,16.6,4.1
2024-11-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,1031,17.42,17.4,4.9
2024-11-01,South,Telangana,Urea,Core fertiliser,Retailer,Stable core,729,6.28,18.4,4.3
2024-11-01,South,Karnataka,Urea,Core fertiliser,Distributor,Stable core,708,5.81,17.2,3.9
2024-11-01,South,Telangana,Urea,Core fertiliser,Co-op,New growth cohort,784,6.43,17.7,4.8
2024-11-01,South,Andhra Pradesh,Urea,Core fertiliser,Agri clinic,Stable core,760,6.23,16.4,3.7
2024-11-01,South,Andhra Pradesh,DAP,Core fertiliser,Retailer,Stable core,875,8.81,16.1,3.4
2024-11-01,South,Telangana,DAP,Core fertiliser,Distributor,New growth cohort,721,6.96,18.9,4.8
2024-11-01,South,Andhra Pradesh,DAP,Core fertiliser,Co-op,New growth cohort,715,6.9,17.3,4.6
2024-11-01,South,Andhra Pradesh,DAP,Core fertiliser,Agri clinic,Stable core,814,7.86,16,3.4
2024-11-01,South,Andhra Pradesh,NPK 20-20,Complex fertiliser,Retailer,Stable core,922,10.62,17.7,3.7
2024-11-01,South,Karnataka,NPK 20-20,Complex fertiliser,Distributor,Stable core,728,8.08,18,3.2
2024-11-01,South,Karnataka,NPK 20-20,Complex fertiliser,Co-op,Stable core,799,8.87,16.8,4.4
2024-11-01,South,Telangana,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,737,8.18,17.1,3.4
2024-11-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,962,12.48,17.5,4.4
2024-11-01,South,Andhra Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,816,10.24,16.1,5.1
2024-11-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,855,10.73,16.7,4.6
2024-11-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,823,10.33,16.3,4.6
2024-11-01,South,Telangana,BioGro,Bio-stimulant,Retailer,Stable core,1076,15.52,17.1,3.5
2024-11-01,South,Andhra Pradesh,BioGro,Bio-stimulant,Distributor,Stable core,1165,16.31,19,3.9
2024-11-01,South,Telangana,BioGro,Bio-stimulant,Co-op,Stable core,1146,16.04,19.3,3.7
2024-11-01,South,Telangana,BioGro,Bio-stimulant,Agri clinic,New growth cohort,1145,16.03,17.3,5.1
2024-11-01,South,Karnataka,CropShield,Core fertiliser,Retailer,New growth cohort,1223,19.41,17.2,4.7
2024-11-01,South,Telangana,CropShield,Core fertiliser,Distributor,Stable core,1126,17.4,18.4,4.4
2024-11-01,South,Andhra Pradesh,CropShield,Core fertiliser,Co-op,Stable core,1200,18.54,18,5
2024-11-01,South,Telangana,CropShield,Core fertiliser,Agri clinic,Stable core,1112,17.18,19.4,3.9
2024-11-01,South,Karnataka,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,1205,20.87,16.8,3.8
2024-11-01,South,Telangana,Specialty Zinc,Core fertiliser,Distributor,Stable core,1257,21.24,17.7,3.3
2024-11-01,South,Telangana,Specialty Zinc,Core fertiliser,Co-op,Stable core,1082,18.29,18,4.9
2024-11-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,New growth cohort,1104,18.66,17.1,4.2
2024-11-01,Central,Madhya Pradesh,Urea,Core fertiliser,Retailer,Stable core,607,5.23,17,4.5
2024-11-01,Central,Chhattisgarh,Urea,Core fertiliser,Distributor,New growth cohort,707,5.8,17.7,4.3
2024-11-01,Central,Madhya Pradesh,Urea,Core fertiliser,Co-op,Stable core,709,5.81,16.4,3.1
2024-11-01,Central,Madhya Pradesh,Urea,Core fertiliser,Agri clinic,Stable core,660,5.41,18.7,4.8
2024-11-01,Central,Madhya Pradesh,DAP,Core fertiliser,Retailer,Stable core,864,8.7,18.7,4.1
2024-11-01,Central,Madhya Pradesh,DAP,Core fertiliser,Distributor,Stable core,855,8.25,18.8,3.4
2024-11-01,Central,Madhya Pradesh,DAP,Core fertiliser,Co-op,Stable core,665,6.42,16.9,3.2
2024-11-01,Central,Madhya Pradesh,DAP,Core fertiliser,Agri clinic,Stable core,805,7.77,17.9,3.6
2024-11-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Retailer,Stable core,858,9.88,16.9,4.1
2024-11-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Distributor,New growth cohort,913,10.13,18.4,4.1
2024-11-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Co-op,Stable core,906,10.06,16.3,4.9
2024-11-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,925,10.27,18.9,3.8
2024-11-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,833,10.8,15.9,3.3
2024-11-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,896,11.24,17.1,3.8
2024-11-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,859,10.78,17.3,5.1
2024-11-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,898,11.27,18.6,4.3
2024-11-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Retailer,Stable core,1138,16.41,17.4,3.4
2024-11-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Distributor,Stable core,981,13.73,17.5,4.3
2024-11-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Co-op,Stable core,996,13.94,18.6,3.2
2024-11-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Agri clinic,Stable core,1224,17.14,17.7,4.9
2024-11-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Retailer,Stable core,1227,19.47,19,3.8
2024-11-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Distributor,Stable core,1231,19.02,18.1,4.7
2024-11-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Co-op,Stable core,1140,17.61,17.9,5
2024-11-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Agri clinic,New growth cohort,1075,16.61,19.2,4.4
2024-11-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Retailer,Stable core,1017,17.61,18.7,4.2
2024-11-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Distributor,Stable core,975,16.48,18.4,3.7
2024-11-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Co-op,Stable core,1138,19.23,18.7,4.7
2024-11-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,996,16.83,19.1,3.3
2024-12-01,North,Punjab,Urea,Core fertiliser,Retailer,Stable core,341,2.94,18.4,5
2024-12-01,North,Punjab,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,300,2.46,16.6,5.9
2024-12-01,North,Punjab,Urea,Core fertiliser,Co-op,Stable core,340,2.79,17.8,4
2024-12-01,North,Uttar Pradesh,Urea,Core fertiliser,Agri clinic,New growth cohort,297,2.44,16,3.3
2024-12-01,North,Haryana,DAP,Core fertiliser,Retailer,New growth cohort,374,3.77,18.8,3.2
2024-12-01,North,Uttar Pradesh,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,295,2.85,16.4,6.4
2024-12-01,North,Punjab,DAP,Core fertiliser,Co-op,New growth cohort,304,2.93,17.8,4.2
2024-12-01,North,Haryana,DAP,Core fertiliser,Agri clinic,New growth cohort,344,3.32,17.4,4
2024-12-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Retailer,Stable core,373,4.3,16.9,4.4
